Format Version,1.21,Take Name,Outdoor_2018_05_17_2,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-05-17 08.10.51 PM,Total Frames in Take,44265,Total Exported Frames,44265,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker
Frame,Time,X,Y,Z,W,X,Y,Z,
13834,115.283333,-0.007599,-0.737768,-0.003949,0.675000,-0.046768,0.210764,0.052630,0.001777
13835,115.291667,-0.007765,-0.735430,-0.005569,0.677534,-0.045779,0.210693,0.055033,0.001125
13836,115.300000,-0.007359,-0.736121,-0.005452,0.676788,-0.046721,0.210932,0.057929,0.002001
13837,115.308333,-0.007014,-0.734120,-0.006879,0.678949,-0.046859,0.210802,0.060328,0.000927
13838,115.316667,-0.005715,-0.732631,-0.004518,0.680587,-0.047357,0.211103,0.062993,0.001643
13839,115.325000,-0.006333,-0.733018,-0.005930,0.680155,-0.047662,0.211292,0.065567,0.001472
13840,115.333333,-0.004989,-0.729089,-0.006647,0.684369,-0.048262,0.211285,0.068075,0.001122
13841,115.341667,-0.006314,-0.728793,-0.005128,0.684686,-0.048425,0.211290,0.070337,0.001316
13842,115.350000,-0.006085,-0.727755,-0.005938,0.685784,-0.048974,0.211431,0.072979,0.000942
13843,115.358333,-0.005926,-0.726373,-0.006055,0.687248,-0.048777,0.211257,0.075480,0.001525
13844,115.366667,-0.005788,-0.726301,-0.005512,0.687330,-0.049741,0.211769,0.077986,0.001169
13845,115.375000,-0.005975,-0.723456,-0.007829,0.690300,-0.049111,0.211760,0.080498,0.001426
13846,115.383333,-0.004451,-0.725448,-0.006349,0.688233,-0.049840,0.212019,0.083320,0.001000
13847,115.391667,-0.005076,-0.722482,-0.006480,0.691340,-0.049378,0.212190,0.085554,0.001236
13848,115.400000,-0.004380,-0.722001,-0.006501,0.691848,-0.050341,0.212177,0.088364,0.000937
13849,115.408333,-0.005880,-0.720413,-0.007360,0.693481,-0.050077,0.212265,0.090425,0.001640
13850,115.416667,-0.004436,-0.720671,-0.008025,0.693217,-0.050101,0.212266,0.093410,0.001252
13851,115.425000,-0.005845,-0.717053,-0.008591,0.696942,-0.049995,0.212306,0.095585,0.000993
13852,115.433333,-0.004512,-0.718431,-0.006815,0.695550,-0.050691,0.212828,0.098049,0.002081
13853,115.441667,-0.006222,-0.716130,-0.007945,0.697894,-0.050282,0.212695,0.100148,0.000872
13854,115.450000,-0.005493,-0.715989,-0.005994,0.698064,-0.050661,0.213014,0.102805,0.001877
13855,115.458333,-0.006872,-0.715314,-0.009718,0.698702,-0.050406,0.212882,0.105132,0.001118
13856,115.466667,-0.005672,-0.712314,-0.007600,0.701797,-0.051019,0.213209,0.107696,0.001461
13857,115.475000,-0.006301,-0.712744,-0.006475,0.701366,-0.050637,0.213044,0.109728,0.001337
13858,115.483333,-0.006261,-0.711227,-0.008044,0.702888,-0.051300,0.213213,0.112382,0.001154
13859,115.491667,-0.005354,-0.711186,-0.006421,0.702955,-0.050381,0.213223,0.114759,0.001338
13860,115.500000,-0.006393,-0.708291,-0.009821,0.705824,-0.050392,0.213125,0.116794,0.000858
13861,115.508333,-0.005101,-0.706300,-0.008035,0.707849,-0.050912,0.213302,0.119329,0.001289
13862,115.516667,-0.005166,-0.708660,-0.007359,0.705493,-0.051064,0.213400,0.121559,0.001526
13863,115.525000,-0.006445,-0.704105,-0.009614,0.710002,-0.051302,0.213539,0.123953,0.000778
13864,115.533333,-0.006573,-0.704220,-0.009929,0.709882,-0.051290,0.213212,0.126184,0.001369
13865,115.541667,-0.007201,-0.704031,-0.007132,0.710097,-0.051561,0.213443,0.128609,0.001525
13866,115.550000,-0.008058,-0.701817,-0.009326,0.712251,-0.050854,0.213322,0.130936,0.001094
13867,115.558333,-0.007492,-0.702855,-0.005341,0.711274,-0.050882,0.213702,0.133306,0.001829
13868,115.566667,-0.006341,-0.699836,-0.008820,0.714221,-0.051021,0.213841,0.135763,0.001008
13869,115.575000,-0.006880,-0.699709,-0.007154,0.714360,-0.051028,0.213844,0.138548,0.001755
13870,115.583333,-0.007030,-0.699038,-0.008228,0.715003,-0.050356,0.213821,0.140867,0.001099
13871,115.591667,-0.007380,-0.697910,-0.009056,0.716090,-0.050615,0.213719,0.143726,0.001285
13872,115.600000,-0.006781,-0.695697,-0.008628,0.718252,-0.049960,0.213771,0.146339,0.001265
13873,115.608333,-0.005891,-0.695623,-0.008238,0.718335,-0.050557,0.213863,0.149548,0.001159
13874,115.616667,-0.004955,-0.693161,-0.008399,0.720717,-0.050194,0.213466,0.151950,0.001158
13875,115.625000,-0.005513,-0.692771,-0.007480,0.721098,-0.050657,0.213580,0.155039,0.000771
13876,115.633333,-0.004545,-0.690854,-0.006169,0.722953,-0.051265,0.213562,0.157038,0.001890
13877,115.641667,-0.003224,-0.688973,-0.006134,0.724754,-0.051912,0.213520,0.160135,0.001287
13878,115.650000,-0.003459,-0.688086,-0.005642,0.725599,-0.051444,0.213176,0.162601,0.001046
13879,115.658333,-0.004627,-0.686805,-0.003589,0.726819,-0.053123,0.213162,0.164792,0.001752
13880,115.666667,-0.004585,-0.684170,-0.004084,0.729296,-0.052112,0.212532,0.167087,0.001091
13881,115.675000,-0.003609,-0.684998,-0.001726,0.728534,-0.053835,0.212756,0.169680,0.001067
13882,115.683333,-0.003324,-0.682271,-0.002251,0.731088,-0.053588,0.212346,0.172128,0.001313
13883,115.691667,-0.001916,-0.682791,-0.001664,0.730610,-0.054622,0.212240,0.174827,0.000972
13884,115.700000,-0.003226,-0.680279,-0.001975,0.732944,-0.053970,0.211917,0.176828,0.001267
13885,115.708333,-0.003168,-0.680503,-0.000033,0.732738,-0.055260,0.212141,0.179330,0.001419
13886,115.716667,-0.003618,-0.679405,-0.001954,0.733752,-0.054173,0.212015,0.182041,0.001472
13887,115.725000,-0.001580,-0.678981,0.000948,0.734153,-0.054244,0.212281,0.184203,0.001537
13888,115.733333,-0.003350,-0.676709,-0.003498,0.736234,-0.053932,0.212451,0.187022,0.001243
13889,115.741667,-0.002922,-0.678672,-0.000546,0.734435,-0.053529,0.212422,0.189412,0.001439
13890,115.750000,-0.003105,-0.674161,-0.003750,0.738569,-0.052507,0.212656,0.191876,0.001332
13891,115.758333,-0.003765,-0.676055,-0.002869,0.736836,-0.052624,0.212664,0.194639,0.001318
13892,115.766667,-0.004273,-0.674360,-0.003881,0.738381,-0.050937,0.212537,0.196651,0.001110
13893,115.775000,-0.003051,-0.674624,-0.002065,0.738153,-0.050920,0.212580,0.199698,0.001525
13894,115.783333,-0.004974,-0.671759,-0.005913,0.740729,-0.050005,0.212360,0.201674,0.001094
13895,115.791667,-0.002545,-0.674222,-0.002315,0.738521,-0.049729,0.212548,0.204911,0.001605
13896,115.800000,-0.003784,-0.668374,-0.005460,0.743796,-0.048679,0.212092,0.206799,0.001109
13897,115.808333,-0.004186,-0.671262,-0.004755,0.741193,-0.049520,0.212507,0.209807,0.001815
13898,115.816667,-0.003809,-0.668140,-0.004516,0.744012,-0.048139,0.212508,0.212063,0.000949
13899,115.825000,-0.003648,-0.666482,-0.005092,0.745495,-0.048804,0.212588,0.214683,0.001359
13900,115.833333,-0.002042,-0.665883,-0.004479,0.746040,-0.048087,0.213034,0.217365,0.001054
13901,115.841667,-0.003220,-0.663930,-0.003949,0.747778,-0.048513,0.213015,0.219819,0.000973
13902,115.850000,-0.002559,-0.664133,-0.003660,0.747602,-0.048106,0.213275,0.222392,0.001247
13903,115.858333,-0.002589,-0.660321,-0.004615,0.750965,-0.048350,0.213285,0.224726,0.001261
13904,115.866667,-0.001984,-0.659811,-0.005609,0.751408,-0.048843,0.213467,0.227700,0.001355
13905,115.875000,-0.000715,-0.658486,-0.004788,0.752577,-0.048264,0.213611,0.230109,0.001376
13906,115.883333,-0.002391,-0.656695,-0.007212,0.754118,-0.048112,0.213632,0.232734,0.000896
13907,115.891667,0.000221,-0.657386,-0.005433,0.753534,-0.047979,0.214002,0.235975,0.001625
13908,115.900000,-0.000563,-0.654457,-0.010243,0.756029,-0.047304,0.213985,0.237943,0.000796
13909,115.908333,0.000284,-0.656436,-0.005800,0.754359,-0.047562,0.214359,0.241128,0.001540
13910,115.916667,-0.001180,-0.653098,-0.013960,0.757144,-0.046647,0.214559,0.243424,0.000987
13911,115.925000,-0.000020,-0.654660,-0.007898,0.755882,-0.046199,0.214819,0.246580,0.001687
13912,115.933333,-0.000044,-0.650164,-0.013133,0.759680,-0.045819,0.214827,0.248867,0.000788
13913,115.941667,0.000874,-0.653847,-0.008236,0.756581,-0.045223,0.215059,0.252002,0.001874
13914,115.950000,-0.000575,-0.650648,-0.014369,0.759244,-0.044472,0.214977,0.254062,0.001328
13915,115.958333,0.001116,-0.650380,-0.011297,0.759524,-0.043953,0.214984,0.257136,0.000818
13916,115.966667,0.000573,-0.645313,-0.014626,0.763779,-0.042796,0.214973,0.259433,0.001430
13917,115.975000,0.000462,-0.647892,-0.010884,0.761655,-0.042997,0.215235,0.262509,0.001054
13918,115.983333,0.000406,-0.644206,-0.014866,0.764708,-0.042021,0.215153,0.264628,0.001089
13919,115.991667,0.001416,-0.645687,-0.008414,0.763555,-0.042290,0.215764,0.267487,0.001316
13920,116.000000,-0.000200,-0.643263,-0.013359,0.765529,-0.040807,0.215779,0.269663,0.000882
13921,116.008333,0.000736,-0.642187,-0.008624,0.766499,-0.041102,0.216247,0.272226,0.001580
13922,116.016667,-0.001251,-0.641680,-0.012392,0.766871,-0.039164,0.216438,0.274123,0.001050
13923,116.025000,-0.001222,-0.638954,-0.011837,0.769153,-0.039759,0.216584,0.276536,0.001546
13924,116.033333,-0.000999,-0.640704,-0.012566,0.767684,-0.038394,0.216718,0.279163,0.000947
13925,116.041667,-0.000305,-0.636610,-0.014643,0.771047,-0.038274,0.216973,0.281308,0.001306
13926,116.050000,0.000695,-0.639830,-0.013962,0.768389,-0.037362,0.217264,0.284392,0.001298
13927,116.058333,-0.001241,-0.634760,-0.015855,0.772545,-0.037226,0.217277,0.286537,0.001052
13928,116.066667,-0.000205,-0.637842,-0.013797,0.770044,-0.035687,0.217515,0.289303,0.001330
13929,116.075000,-0.000229,-0.632506,-0.016137,0.774387,-0.036041,0.217583,0.291500,0.001072
13930,116.083333,-0.000901,-0.635843,-0.014062,0.771690,-0.035268,0.217795,0.294359,0.001338
13931,116.091667,-0.001699,-0.632059,-0.016809,0.774736,-0.034615,0.217876,0.296379,0.001067
13932,116.100000,-0.000863,-0.631823,-0.014678,0.774973,-0.034713,0.218069,0.299608,0.001225
13933,116.108333,-0.001884,-0.630071,-0.018075,0.776325,-0.033433,0.218053,0.301489,0.000882
13934,116.116667,-0.000785,-0.629656,-0.013996,0.776748,-0.033679,0.218395,0.304744,0.001947
13935,116.125000,-0.002110,-0.628268,-0.016876,0.777811,-0.032422,0.218099,0.306815,0.001020
13936,116.133333,0.000272,-0.628697,-0.014584,0.777514,-0.032664,0.218386,0.309742,0.001901
13937,116.141667,-0.000281,-0.624606,-0.016651,0.780762,-0.031847,0.218532,0.312324,0.001052
13938,116.150000,0.000356,-0.626414,-0.014012,0.779364,-0.031028,0.218580,0.314770,0.001512
13939,116.158333,0.000645,-0.622467,-0.016539,0.782471,-0.030419,0.218445,0.317419,0.001028
13940,116.166667,-0.000424,-0.622947,-0.013357,0.782150,-0.030418,0.218504,0.319707,0.001078
13941,116.175000,-0.000247,-0.619283,-0.013556,0.785050,-0.030413,0.218495,0.322006,0.001012
13942,116.183333,-0.000489,-0.618276,-0.012724,0.785858,-0.029669,0.218088,0.323942,0.001078
13943,116.191667,-0.000119,-0.617480,-0.012149,0.786493,-0.029389,0.218262,0.326290,0.001258
13944,116.200000,-0.000368,-0.616176,-0.010263,0.787541,-0.029727,0.218157,0.328462,0.001034
13945,116.208333,-0.002719,-0.614879,-0.010019,0.788553,-0.029228,0.217919,0.330214,0.001602
13946,116.216667,-0.000612,-0.614862,-0.008119,0.788593,-0.028940,0.217893,0.332288,0.001123
13947,116.225000,-0.002866,-0.613975,-0.008636,0.789273,-0.028278,0.217917,0.334392,0.001082
13948,116.233333,-0.002636,-0.610721,-0.009056,0.791790,-0.028272,0.217860,0.335974,0.001172
13949,116.241667,-0.003653,-0.611003,-0.005910,0.791598,-0.027538,0.217674,0.338142,0.000903
13950,116.250000,-0.004549,-0.610421,-0.006352,0.792038,-0.027081,0.217597,0.339838,0.001221
13951,116.258333,-0.004765,-0.608367,-0.006474,0.793615,-0.026318,0.217463,0.342298,0.001057
13952,116.266667,-0.004189,-0.607535,-0.006131,0.794258,-0.025452,0.217196,0.344075,0.000898
13953,116.275000,-0.005200,-0.606882,-0.007538,0.794739,-0.024460,0.217180,0.346290,0.001036
13954,116.283333,-0.003919,-0.605435,-0.005543,0.795866,-0.023803,0.216951,0.348447,0.000983
13955,116.291667,-0.006455,-0.605105,-0.008549,0.796074,-0.022786,0.216850,0.350775,0.000954
13956,116.300000,-0.005505,-0.603871,-0.005842,0.797042,-0.021827,0.216672,0.352700,0.001322
13957,116.308333,-0.008056,-0.602468,-0.005253,0.798085,-0.021364,0.216668,0.354686,0.001126
13958,116.316667,-0.006665,-0.599940,-0.005437,0.799999,-0.021282,0.216664,0.356936,0.001115
13959,116.325000,-0.008702,-0.601937,-0.003235,0.798490,-0.020388,0.216755,0.358954,0.001034
13960,116.333333,-0.008143,-0.596915,-0.003726,0.802255,-0.020324,0.216582,0.360718,0.001273
13961,116.341667,-0.009251,-0.597289,-0.003270,0.801966,-0.019826,0.216530,0.362719,0.001154
13962,116.350000,-0.009314,-0.596549,-0.003297,0.802516,-0.018775,0.216480,0.364959,0.001219
13963,116.358333,-0.010353,-0.596048,-0.002803,0.802877,-0.018445,0.216383,0.366958,0.001130
13964,116.366667,-0.009759,-0.593579,-0.002200,0.804714,-0.017948,0.216387,0.369295,0.001342
13965,116.375000,-0.009883,-0.593501,0.000218,0.804773,-0.017794,0.216487,0.371452,0.001147
13966,116.383333,-0.009681,-0.591809,0.000944,0.806020,-0.017254,0.216313,0.373593,0.001597
13967,116.391667,-0.008740,-0.591124,0.000770,0.806533,-0.016733,0.216400,0.376053,0.000704
13968,116.400000,-0.009422,-0.589891,0.000262,0.807428,-0.015996,0.216016,0.378193,0.001486
13969,116.408333,-0.007075,-0.588230,0.001335,0.808662,-0.015243,0.216110,0.380500,0.000894
13970,116.416667,-0.007909,-0.585570,0.002084,0.810581,-0.014931,0.216440,0.382696,0.001312
13971,116.425000,-0.007997,-0.585845,0.002785,0.810379,-0.014404,0.216429,0.384793,0.001019
13972,116.433333,-0.009366,-0.585186,0.002841,0.810840,-0.013730,0.216517,0.386628,0.001162
13973,116.441667,-0.009373,-0.583348,0.002999,0.812163,-0.013761,0.216451,0.388611,0.001192
13974,116.450000,-0.009260,-0.582179,0.004730,0.812994,-0.012625,0.216321,0.390232,0.001024
13975,116.458333,-0.009726,-0.579771,0.005055,0.814706,-0.012736,0.216382,0.392036,0.001241
13976,116.466667,-0.010464,-0.580721,0.004660,0.814022,-0.012043,0.216474,0.394141,0.001213
13977,116.475000,-0.011383,-0.579994,0.004379,0.814530,-0.011435,0.216459,0.395919,0.001127
13978,116.483333,-0.013237,-0.577264,0.004842,0.816436,-0.010509,0.216477,0.397292,0.001097
13979,116.491667,-0.013639,-0.577486,0.006334,0.816262,-0.009372,0.216776,0.398955,0.000991
13980,116.500000,-0.014569,-0.575675,0.005339,0.817532,-0.009221,0.216844,0.400719,0.000889
13981,116.508333,-0.014467,-0.574356,0.006516,0.818452,-0.008303,0.216770,0.402517,0.001184
13982,116.516667,-0.015812,-0.576876,0.007339,0.816645,-0.007831,0.216946,0.404256,0.000995
13983,116.525000,-0.015602,-0.573863,0.009195,0.818751,-0.007285,0.216985,0.405761,0.001226
13984,116.533333,-0.015870,-0.573175,0.009283,0.819227,-0.006156,0.216909,0.407487,0.001539
13985,116.541667,-0.015474,-0.570637,0.012074,0.820968,-0.006033,0.217038,0.409201,0.001055
13986,116.550000,-0.015693,-0.570563,0.013554,0.820992,-0.005408,0.216931,0.410783,0.001262
13987,116.558333,-0.018065,-0.569290,0.011688,0.821855,-0.005115,0.217266,0.412611,0.001059
13988,116.566667,-0.018533,-0.567044,0.012721,0.823381,-0.004246,0.217231,0.414434,0.000861
13989,116.575000,-0.020815,-0.565770,0.009537,0.824245,-0.003541,0.217062,0.416378,0.000967
13990,116.583333,-0.018201,-0.566047,0.013734,0.824058,-0.002935,0.217485,0.418141,0.001169
13991,116.591667,-0.018556,-0.565187,0.014906,0.824619,-0.001615,0.217445,0.419852,0.001095
13992,116.600000,-0.020318,-0.565335,0.014376,0.824485,-0.001264,0.217849,0.421772,0.001118
13993,116.608333,-0.020463,-0.562079,0.012673,0.826733,-0.000327,0.217807,0.423719,0.000748
13994,116.616667,-0.020356,-0.562471,0.013453,0.826457,0.000402,0.217808,0.425641,0.001388
13995,116.625000,-0.020444,-0.561547,0.014809,0.827060,0.001645,0.217875,0.427686,0.001017
13996,116.633333,-0.021964,-0.561001,0.014155,0.827403,0.002564,0.217933,0.429897,0.001477
13997,116.641667,-0.021343,-0.557551,0.015738,0.829719,0.003807,0.217771,0.432006,0.001024
13998,116.650000,-0.021601,-0.559403,0.015025,0.828478,0.004731,0.217547,0.434261,0.001337
13999,116.658333,-0.019839,-0.554766,0.015922,0.831618,0.005014,0.217811,0.436420,0.001235
14000,116.666667,-0.023289,-0.554440,0.016382,0.831737,0.006207,0.217272,0.438619,0.001254
14001,116.675000,-0.021585,-0.554946,0.016546,0.831442,0.007398,0.217237,0.440907,0.001051
14002,116.683333,-0.024068,-0.551394,0.013989,0.833781,0.008646,0.217002,0.443056,0.001336
14003,116.691667,-0.022959,-0.553492,0.017410,0.832356,0.009045,0.217270,0.445794,0.002041
14004,116.700000,-0.023362,-0.549345,0.014379,0.835145,0.010369,0.217124,0.447966,0.001028
14005,116.708333,-0.024340,-0.551026,0.015946,0.833980,0.011059,0.217198,0.450612,0.001092
14006,116.716667,-0.022943,-0.546359,0.014845,0.837105,0.012193,0.217271,0.452919,0.001198
14007,116.725000,-0.024145,-0.549505,0.016723,0.834974,0.013938,0.216906,0.455620,0.000983
14008,116.733333,-0.021528,-0.545238,0.015075,0.837869,0.014525,0.216905,0.458012,0.000877
14009,116.741667,-0.020523,-0.544186,0.016769,0.838546,0.015858,0.216995,0.460896,0.001191
14010,116.750000,-0.021631,-0.542441,0.014176,0.839695,0.016337,0.217011,0.463700,0.000844
14011,116.758333,-0.021037,-0.543924,0.013900,0.838756,0.017160,0.216861,0.466381,0.000722
14012,116.766667,-0.021196,-0.541450,0.014196,0.840346,0.018855,0.216567,0.469173,0.001016
14013,116.775000,-0.019351,-0.538305,0.014303,0.842407,0.019303,0.216666,0.471897,0.000909
14014,116.783333,-0.020300,-0.539683,0.013871,0.841509,0.021471,0.216594,0.474550,0.001055
14015,116.791667,-0.020358,-0.535086,0.011759,0.844471,0.021803,0.216794,0.476924,0.001700
14016,116.800000,-0.019801,-0.536017,0.010388,0.843911,0.024121,0.216847,0.479818,0.000605
14017,116.808333,-0.020072,-0.535143,0.010498,0.844458,0.025744,0.216868,0.483197,0.001039
14018,116.816667,-0.019266,-0.534132,0.009544,0.845128,0.026435,0.217066,0.485382,0.000621
14019,116.825000,-0.019434,-0.531739,0.010269,0.846623,0.028324,0.217009,0.488035,0.001024
14020,116.833333,-0.018291,-0.527470,0.007318,0.849345,0.028802,0.217143,0.490864,0.000905
14021,116.841667,-0.020129,-0.531417,0.009830,0.846814,0.029681,0.217078,0.492874,0.000850
14022,116.850000,-0.019366,-0.525618,0.007990,0.850463,0.029589,0.217197,0.494869,0.001381
14023,116.858333,-0.020573,-0.529861,0.011156,0.847762,0.031937,0.216878,0.497105,0.000829
14024,116.866667,-0.020093,-0.525305,0.010181,0.850616,0.031639,0.217007,0.498833,0.000912
14025,116.875000,-0.019507,-0.525911,0.012834,0.850219,0.033333,0.217052,0.501248,0.000816
14026,116.883333,-0.020737,-0.523113,0.011375,0.851935,0.033649,0.217255,0.502738,0.000673
14027,116.891667,-0.023050,-0.522249,0.012595,0.852388,0.034480,0.217205,0.504563,0.001681
14028,116.900000,-0.021446,-0.520641,0.012048,0.853421,0.035653,0.217357,0.507143,0.000828
14029,116.908333,-0.021071,-0.519802,0.013746,0.853916,0.036463,0.217411,0.509208,0.000727
14030,116.916667,-0.020057,-0.519082,0.014390,0.854368,0.038382,0.217286,0.510885,0.000718
14031,116.925000,-0.021268,-0.514134,0.014173,0.857329,0.038568,0.217393,0.512689,0.001339
14032,116.933333,-0.019825,-0.516004,0.015355,0.856219,0.040627,0.217308,0.515095,0.000674
14033,116.941667,-0.022757,-0.514411,0.013132,0.857141,0.041346,0.216981,0.517151,0.000985
14034,116.950000,-0.019563,-0.513988,0.015782,0.857429,0.042429,0.217500,0.519761,0.000912
14035,116.958333,-0.021961,-0.514221,0.013138,0.857276,0.043551,0.217321,0.521981,0.001084
14036,116.966667,-0.020763,-0.512149,0.013634,0.858537,0.044618,0.217804,0.524408,0.000656
14037,116.975000,-0.021452,-0.511051,0.010602,0.859217,0.046228,0.217597,0.526571,0.001061
14038,116.983333,-0.020637,-0.508730,0.009141,0.860630,0.046934,0.217726,0.528536,0.001721
14039,116.991667,-0.019685,-0.507088,0.010991,0.861599,0.049418,0.218111,0.531430,0.000684
14040,117.000000,-0.021303,-0.507476,0.008526,0.861360,0.050962,0.218244,0.533797,0.000909
14041,117.008333,-0.019266,-0.503941,0.010673,0.863457,0.052353,0.218738,0.536318,0.001003
14042,117.016667,-0.021485,-0.504189,0.006682,0.863300,0.053427,0.218415,0.538408,0.000981
14043,117.025000,-0.019848,-0.503178,0.010514,0.863891,0.055408,0.218899,0.540433,0.000988
14044,117.033333,-0.020963,-0.501474,0.006982,0.864891,0.056240,0.219207,0.542504,0.000857
14045,117.041667,-0.019866,-0.499814,0.010033,0.865847,0.057765,0.219574,0.544503,0.001085
14046,117.050000,-0.020454,-0.498073,0.007907,0.866858,0.058597,0.219723,0.546480,0.001208
14047,117.058333,-0.020544,-0.500067,0.008884,0.865697,0.060222,0.219807,0.548642,0.000802
14048,117.066667,-0.022238,-0.495365,0.006094,0.868379,0.060544,0.220380,0.550409,0.001076
14049,117.075000,-0.022303,-0.494959,0.007009,0.868602,0.062016,0.220155,0.551814,0.001851
14050,117.083333,-0.026366,-0.494281,-0.001452,0.868901,0.062737,0.220145,0.554103,0.002326
14051,117.091667,-0.022087,-0.483318,0.006623,0.875141,0.064302,0.220699,0.555797,0.003130
14052,117.100000,-0.021906,-0.493271,0.005346,0.869583,0.065904,0.220943,0.558274,0.000931
14053,117.108333,-0.021390,-0.491894,0.008410,0.870352,0.067047,0.221187,0.560339,0.000926
14054,117.116667,-0.023153,-0.488753,0.007063,0.872086,0.069129,0.221429,0.561842,0.000825
14055,117.125000,-0.023981,-0.488761,0.006735,0.872062,0.070334,0.221751,0.563867,0.000784
14056,117.133333,-0.024596,-0.486121,0.005909,0.873526,0.071864,0.221872,0.565433,0.000898
14057,117.141667,-0.025460,-0.486728,0.004258,0.873172,0.072970,0.222203,0.566478,0.001554
14058,117.150000,-0.025177,-0.486200,0.005276,0.873469,0.074741,0.222303,0.569083,0.000760
14059,117.158333,-0.024157,-0.485285,0.006812,0.873996,0.075314,0.222789,0.570906,0.000639
14060,117.166667,-0.024349,-0.484087,0.007289,0.874651,0.076976,0.222956,0.572640,0.001016
14061,117.175000,-0.024852,-0.483268,0.006500,0.875095,0.077798,0.223213,0.574697,0.000876
14062,117.183333,-0.025866,-0.481329,0.006366,0.876135,0.079722,0.223347,0.576294,0.000958
14063,117.191667,-0.025377,-0.479681,0.006346,0.877053,0.080725,0.223523,0.578532,0.000720
14064,117.200000,-0.025802,-0.480652,0.006026,0.876511,0.082352,0.223417,0.580624,0.000790
14065,117.208333,-0.025116,-0.475247,0.004121,0.879484,0.083639,0.223771,0.582935,0.000777
14066,117.216667,-0.025577,-0.478397,0.002515,0.877767,0.086003,0.223723,0.584968,0.000981
14067,117.225000,-0.023431,-0.475278,0.002313,0.879520,0.086935,0.224229,0.587787,0.001052
14068,117.233333,-0.021714,-0.471194,0.000321,0.881762,0.089237,0.224305,0.589968,0.000872
14069,117.241667,-0.023428,-0.473335,0.002785,0.880567,0.091120,0.224435,0.592578,0.001005
14070,117.250000,-0.023405,-0.470023,0.000866,0.882344,0.092170,0.224753,0.594758,0.000724
14071,117.258333,-0.024882,-0.469488,0.000237,0.882588,0.094444,0.224543,0.597644,0.001013
14072,117.266667,-0.024973,-0.471053,0.000246,0.881751,0.096952,0.224946,0.599631,0.000950
14073,117.275000,-0.024255,-0.464671,-0.003379,0.885145,0.098009,0.225278,0.601651,0.001538
14074,117.283333,-0.026479,-0.470171,-0.004473,0.882167,0.101477,0.224653,0.604607,0.002672
14075,117.291667,-0.025019,-0.447733,-0.002552,0.893814,0.097178,0.225518,0.604273,0.003728
14076,117.300000,-0.026137,-0.465735,-0.005915,0.884518,0.105605,0.225030,0.608888,0.000899
14077,117.308333,-0.026023,-0.463183,-0.005234,0.885865,0.107121,0.225106,0.611725,0.000650
14078,117.316667,-0.027552,-0.462410,-0.010098,0.886181,0.109671,0.224856,0.613733,0.000741
14079,117.325000,-0.027514,-0.460688,-0.012341,0.887050,0.110898,0.225126,0.615861,0.001713
14080,117.333333,-0.027665,-0.460872,-0.011809,0.886957,0.113158,0.225191,0.618513,0.001037
14081,117.341667,-0.026529,-0.454449,-0.015209,0.890248,0.114500,0.225602,0.620934,0.001462
14082,117.350000,-0.025012,-0.456822,-0.011606,0.889131,0.117167,0.225636,0.623954,0.000975
14083,117.358333,-0.025708,-0.455338,-0.012972,0.889853,0.118278,0.225518,0.626200,0.000844
14084,117.366667,-0.024703,-0.452060,-0.012256,0.891561,0.119963,0.225629,0.628406,0.000647
14085,117.375000,-0.025868,-0.450643,-0.013853,0.892222,0.122689,0.225667,0.631002,0.000850
14086,117.383333,-0.024272,-0.450120,-0.011973,0.892558,0.124058,0.225671,0.633276,0.000771
14087,117.391667,-0.025402,-0.446225,-0.013965,0.894451,0.125347,0.225826,0.635968,0.001013
14088,117.400000,-0.025972,-0.447687,-0.013670,0.893708,0.126690,0.226140,0.637830,0.000230
14089,117.408333,-0.023782,-0.444950,-0.014829,0.895117,0.128258,0.226138,0.640555,0.000858
14090,117.416667,-0.022476,-0.444361,-0.014034,0.895456,0.130346,0.226287,0.642617,0.000660
14091,117.425000,-0.023662,-0.442298,-0.013277,0.896458,0.131808,0.226362,0.645124,0.000941
14092,117.433333,-0.022641,-0.442372,-0.014304,0.896432,0.132989,0.226064,0.647308,0.000758
14093,117.441667,-0.022563,-0.440524,-0.014317,0.897343,0.135449,0.226096,0.649740,0.000906
14094,117.450000,-0.021622,-0.437823,-0.015374,0.898670,0.136734,0.226417,0.651652,0.001195
14095,117.458333,-0.022874,-0.436195,-0.016545,0.899409,0.138488,0.226558,0.654183,0.000440
14096,117.466667,-0.022982,-0.434892,-0.016533,0.900038,0.139510,0.227175,0.655845,0.000866
14097,117.475000,-0.021496,-0.434299,-0.014852,0.900390,0.141108,0.227544,0.658065,0.001250
14098,117.483333,-0.022780,-0.432915,-0.016352,0.900998,0.142555,0.227774,0.659640,0.000878
