Format Version,1.21,Take Name,Outdoor_2018_05_17_2,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-05-17 08.10.51 PM,Total Frames in Take,44265,Total Exported Frames,44265,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker
Frame,Time,X,Y,Z,W,X,Y,Z,
42042,350.350000,0.012211,-0.996531,0.009341,0.081796,1.329484,0.222107,0.104968,0.000556
42043,350.358333,0.014818,-0.996576,0.006144,0.081106,1.325408,0.222091,0.106921,0.000629
42044,350.366667,0.016686,-0.996802,0.004397,0.078024,1.319841,0.221794,0.108058,0.000439
42045,350.375000,0.018496,-0.996832,0.004183,0.077247,1.314902,0.222661,0.109169,0.000610
42046,350.383333,0.020580,-0.996707,0.002255,0.078403,1.310104,0.222779,0.110788,0.000694
42047,350.391667,0.015223,-0.996981,0.003597,0.076060,1.305683,0.223060,0.112590,0.001015
42048,350.400000,0.017967,-0.997068,0.003694,0.074294,1.301963,0.223699,0.113339,0.000337
42049,350.408333,0.015732,-0.997026,0.004879,0.075285,1.297782,0.223525,0.113899,0.000457
42050,350.416667,0.014673,-0.996872,0.002492,0.077620,1.293998,0.223295,0.115322,0.001182
42051,350.425000,0.015756,-0.997188,0.003312,0.073187,1.290429,0.223196,0.116058,0.000963
42052,350.433333,0.014313,-0.997065,0.001580,0.075194,1.287006,0.222765,0.116413,0.001270
42053,350.441667,0.011711,-0.997411,0.001932,0.070925,1.283190,0.222309,0.116689,0.001122
42054,350.450000,0.009899,-0.997464,0.003009,0.070413,1.279296,0.221990,0.117140,0.000652
42055,350.458333,0.007251,-0.997329,0.004655,0.072530,1.275937,0.221088,0.117625,0.001350
42056,350.466667,0.006717,-0.997556,0.003300,0.069467,1.272353,0.220712,0.117870,0.001025
42057,350.475000,0.006771,-0.997567,0.004260,0.069258,1.268703,0.220482,0.117760,0.001038
42058,350.483333,0.005731,-0.997709,0.005426,0.067189,1.264989,0.220359,0.118093,0.000816
42059,350.491667,0.004634,-0.997741,0.007178,0.066631,1.261657,0.220277,0.118388,0.000780
42060,350.500000,-0.000117,-0.997565,0.006327,0.069459,1.258494,0.219622,0.118824,0.001269
42061,350.508333,-0.001120,-0.997568,0.006768,0.069368,1.255362,0.219439,0.119289,0.001219
42062,350.516667,-0.002117,-0.997840,0.005754,0.065412,1.252900,0.219621,0.120159,0.001057
42063,350.525000,-0.004505,-0.997911,0.004125,0.064314,1.250211,0.219861,0.120747,0.001085
42064,350.533333,-0.008852,-0.997951,0.002862,0.063300,1.247324,0.219896,0.121376,0.000820
42065,350.541667,-0.010202,-0.997892,0.005088,0.063892,1.244823,0.219854,0.122023,0.001169
42066,350.550000,-0.010114,-0.997947,0.004634,0.063075,1.242295,0.219692,0.122727,0.001031
42067,350.558333,-0.011398,-0.997902,0.004233,0.063590,1.239297,0.219373,0.123136,0.000791
42068,350.566667,-0.009998,-0.998045,0.004073,0.061560,1.236439,0.219387,0.123917,0.000921
42069,350.575000,-0.012809,-0.998056,0.004254,0.060850,1.233167,0.219011,0.124372,0.001065
42070,350.583333,-0.013488,-0.997831,0.005607,0.064192,1.229431,0.219295,0.124015,0.001359
42071,350.591667,-0.012843,-0.997944,0.007284,0.062374,1.225736,0.219707,0.124177,0.001208
42072,350.600000,-0.013592,-0.997889,0.007323,0.063085,1.222264,0.219670,0.124296,0.001479
42073,350.608333,-0.013906,-0.997891,0.006163,0.063105,1.218090,0.219951,0.124388,0.000871
42074,350.616667,-0.012784,-0.997849,0.005250,0.064078,1.213970,0.220177,0.124717,0.001058
42075,350.625000,-0.010012,-0.997881,0.008505,0.063726,1.209770,0.220432,0.124844,0.000887
42076,350.633333,-0.010347,-0.997923,0.009051,0.062931,1.205525,0.220418,0.125338,0.000919
42077,350.641667,-0.008245,-0.998077,0.005192,0.061214,1.200854,0.220404,0.126219,0.000920
42078,350.650000,-0.009777,-0.997893,0.007080,0.063754,1.196194,0.220470,0.126951,0.001640
42079,350.658333,-0.006255,-0.998022,0.004801,0.062365,1.191633,0.220777,0.128789,0.001345
42080,350.666667,-0.005312,-0.998050,0.005202,0.061980,1.186783,0.221389,0.129598,0.001370
42081,350.675000,-0.005092,-0.998241,0.003786,0.058941,1.180941,0.221398,0.130767,0.000762
42082,350.683333,-0.000337,-0.998189,0.002079,0.060113,1.176443,0.221594,0.132227,0.000950
42083,350.691667,0.000846,-0.998193,0.002635,0.060030,1.171455,0.221819,0.132361,0.001091
42084,350.700000,-0.000125,-0.998354,0.003954,0.057222,1.166659,0.221930,0.133198,0.001165
42085,350.708333,-0.000085,-0.998468,0.003133,0.055250,1.162144,0.222269,0.133588,0.000672
42086,350.716667,-0.001636,-0.998380,0.005568,0.056598,1.157607,0.222161,0.133791,0.000948
42087,350.725000,-0.003707,-0.998324,0.006097,0.057424,1.153977,0.222148,0.134379,0.001482
42088,350.733333,-0.003950,-0.998249,0.006522,0.058666,1.149843,0.222195,0.135019,0.001469
42089,350.741667,-0.004320,-0.998201,0.004836,0.059601,1.145585,0.222023,0.134806,0.001079
42090,350.750000,-0.003993,-0.998264,0.006097,0.058443,1.141246,0.221732,0.134786,0.000800
42091,350.758333,-0.003682,-0.998204,0.004376,0.059636,1.138495,0.221495,0.135265,0.001180
42092,350.766667,-0.007869,-0.998191,0.005083,0.059395,1.134239,0.221411,0.135394,0.001116
42093,350.775000,-0.008687,-0.998166,0.006190,0.059583,1.130323,0.221462,0.135336,0.000927
42094,350.783333,-0.010336,-0.998323,0.005369,0.056706,1.126227,0.221528,0.135812,0.001172
42095,350.791667,-0.009792,-0.998344,0.006008,0.056373,1.122333,0.221592,0.136861,0.001078
42096,350.800000,-0.009344,-0.998228,0.004500,0.058593,1.118185,0.221520,0.137517,0.001256
42097,350.808333,-0.006302,-0.998269,0.004959,0.058259,1.113624,0.221646,0.137792,0.001068
42098,350.816667,-0.005722,-0.998203,0.005077,0.059433,1.109114,0.221377,0.138263,0.001049
42099,350.825000,-0.006073,-0.998394,0.006039,0.055997,1.103991,0.222078,0.138731,0.001325
42100,350.833333,-0.003592,-0.998403,0.006660,0.055978,1.099419,0.222433,0.139356,0.001067
42101,350.841667,-0.002377,-0.998184,0.006749,0.059816,1.095067,0.222748,0.139724,0.001398
42102,350.850000,0.000218,-0.998221,0.007006,0.059215,1.089767,0.223548,0.140160,0.001561
42103,350.858333,-0.000872,-0.997915,0.006151,0.064241,1.084475,0.224133,0.140699,0.001035
42104,350.866667,0.000315,-0.997999,0.005810,0.062967,1.080447,0.224130,0.140979,0.000721
42105,350.875000,0.002716,-0.998148,0.005429,0.060532,1.074848,0.224613,0.141389,0.001312
42106,350.883333,0.004093,-0.998358,0.006961,0.056711,1.071352,0.225009,0.142262,0.001915
42107,350.891667,0.005090,-0.998257,0.005678,0.058528,1.065958,0.224873,0.142945,0.002011
42108,350.900000,0.006126,-0.998283,0.005589,0.057979,1.061139,0.224692,0.143274,0.001729
42109,350.908333,0.007166,-0.998103,0.002884,0.061076,1.055620,0.224560,0.143435,0.001191
42110,350.916667,0.009979,-0.998115,0.003482,0.060463,1.050184,0.224671,0.143403,0.000860
42111,350.925000,0.008581,-0.998187,0.005241,0.059344,1.045114,0.224663,0.143576,0.001900
42112,350.933333,0.013060,-0.998195,0.007588,0.058127,1.040074,0.225024,0.144529,0.000459
42113,350.941667,0.016509,-0.998190,0.008778,0.057156,1.035883,0.225266,0.144950,0.001062
42114,350.950000,0.013562,-0.998285,0.008873,0.056260,1.026472,0.225688,0.144525,0.003521
42115,350.958333,0.022188,-0.998246,0.005733,0.054589,1.025450,0.226270,0.144948,0.000782
42116,350.966667,0.022054,-0.997937,0.005835,0.060011,1.019216,0.226085,0.144898,0.000394
42117,350.975000,0.022938,-0.998070,0.009875,0.056848,1.015046,0.226412,0.144889,0.000749
42118,350.983333,0.023496,-0.997890,0.009402,0.059787,1.009583,0.226856,0.145404,0.000420
42119,350.991667,0.023704,-0.997617,0.009345,0.064114,1.004050,0.227056,0.145214,0.002971
42120,351.000000,0.023968,-0.997793,0.008737,0.061302,1.000795,0.227201,0.146453,0.001099
42121,351.008333,0.024468,-0.997947,0.009898,0.058350,0.996492,0.226977,0.146476,0.000509
42122,351.016667,0.023744,-0.997987,0.008524,0.058186,0.989994,0.226880,0.147006,0.003132
42123,351.025000,0.025580,-0.998235,0.008038,0.052993,0.988265,0.227477,0.147638,0.000360
42124,351.033333,0.022877,-0.997919,0.009407,0.059540,0.984072,0.227677,0.147535,0.000721
42125,351.041667,0.025807,-0.997977,0.008719,0.057444,0.981139,0.228389,0.148046,0.002007
42126,351.050000,0.019725,-0.997916,0.010088,0.060604,0.976141,0.228488,0.148742,0.000354
42127,351.058333,0.025836,-0.997405,0.008429,0.066676,0.973535,0.229126,0.149035,0.002759
42128,351.066667,0.017870,-0.997823,0.010814,0.062558,0.952679,0.228691,0.148598,0.003842
42129,351.075000,0.015593,-0.998317,0.013169,0.054284,0.967742,0.228480,0.150326,0.000769
42130,351.083333,0.015830,-0.998281,0.009693,0.055598,0.963525,0.228069,0.150249,0.000690
42131,351.091667,0.020983,-0.998302,0.010346,0.053352,0.960758,0.228432,0.150403,0.002777
42132,351.100000,0.018864,-0.998145,0.009352,0.057116,0.955223,0.228654,0.150940,0.000309
42133,351.108333,0.018764,-0.997914,0.008415,0.061201,0.949439,0.228978,0.151498,0.003034
42134,351.116667,0.020746,-0.997798,0.009063,0.062351,0.947996,0.228918,0.152243,0.000996
42135,351.125000,0.020805,-0.997632,0.009161,0.064919,0.942800,0.229082,0.151579,0.003093
42136,351.133333,0.024091,-0.997815,0.006797,0.061152,0.948173,0.228200,0.152725,0.004929
42137,351.141667,0.023283,-0.997889,0.009148,0.059926,0.935482,0.227848,0.153556,0.000464
42138,351.150000,0.022605,-0.997784,0.010512,0.061692,0.931805,0.227528,0.153749,0.000555
42139,351.158333,0.024961,-0.997244,0.009003,0.069285,0.928560,0.227929,0.154143,0.002022
42140,351.166667,0.019851,-0.997601,0.012042,0.065221,0.924026,0.227386,0.154505,0.000869
42141,351.175000,0.018891,-0.997705,0.011535,0.063990,0.920475,0.228045,0.154508,0.000662
42142,351.183333,0.023341,-0.997229,0.010274,0.069891,0.916961,0.228836,0.154193,0.002333
42143,351.191667,0.016782,-0.997839,0.010548,0.062647,0.883976,0.229617,0.156340,0.003810
42144,351.200000,0.021066,-0.997650,0.011977,0.064085,0.909762,0.228191,0.154922,0.000435
42145,351.208333,0.020087,-0.997489,0.012368,0.066776,0.905755,0.227499,0.155332,0.000600
42146,351.216667,0.019494,-0.997385,0.012794,0.068407,0.901336,0.227702,0.154933,0.000493
42147,351.225000,0.025151,-0.997023,0.011192,0.072028,0.897566,0.228087,0.155624,0.002252
42148,351.233333,0.020281,-0.997183,0.012110,0.071190,0.894304,0.227823,0.156135,0.000772
42149,351.241667,0.020119,-0.997352,0.012386,0.068783,0.890916,0.228245,0.156691,0.000847
42150,351.250000,0.025538,-0.997208,0.011076,0.069296,0.885104,0.229204,0.156531,0.002577
42151,351.258333,0.018855,-0.997504,0.008722,0.067484,0.901557,0.228046,0.155817,0.004469
42152,351.266667,0.020107,-0.997228,0.012046,0.070618,0.879601,0.228099,0.158288,0.000749
42153,351.275000,0.019953,-0.997198,0.012892,0.070943,0.875766,0.227723,0.158697,0.001143
42154,351.283333,0.017282,-0.997179,0.010968,0.072211,0.872209,0.227475,0.159213,0.000849
42155,351.291667,0.016693,-0.997254,0.010252,0.071415,0.868649,0.227678,0.159371,0.000349
42156,351.300000,0.018266,-0.997220,0.010772,0.071436,0.865109,0.227744,0.160168,0.000408
42157,351.308333,0.018077,-0.997308,0.010769,0.070237,0.861857,0.227457,0.161244,0.000875
42158,351.316667,0.019188,-0.997292,0.009480,0.070355,0.858685,0.227316,0.162651,0.001680
42159,351.325000,0.018744,-0.997252,0.009563,0.071041,0.855211,0.227087,0.162898,0.001415
42160,351.333333,0.017168,-0.997169,0.009209,0.072621,0.850906,0.226801,0.163992,0.001129
42161,351.341667,0.015833,-0.996861,0.007923,0.077166,0.846680,0.226813,0.165038,0.000886
42162,351.350000,0.014589,-0.996698,0.009356,0.079333,0.845385,0.226956,0.165457,0.000970
42163,351.358333,0.018094,-0.996445,0.007267,0.081963,0.842047,0.226588,0.165249,0.002931
42164,351.366667,0.016636,-0.997380,0.006216,0.070134,0.838126,0.226082,0.167357,0.001071
42165,351.375000,0.011649,-0.997033,0.005816,0.075866,0.833375,0.225373,0.168392,0.001278
42166,351.383333,0.013155,-0.996766,0.005915,0.079054,0.831803,0.225215,0.169036,0.002416
42167,351.391667,0.013549,-0.996701,0.007882,0.079639,0.826158,0.225271,0.168927,0.001329
42168,351.400000,0.014917,-0.996745,0.006954,0.078925,0.822162,0.224765,0.169202,0.001407
42169,351.408333,0.013950,-0.997270,0.007758,0.072092,0.817583,0.223701,0.170625,0.002473
42170,351.416667,0.017304,-0.996651,0.007954,0.079526,0.814456,0.224067,0.169993,0.002675
42171,351.425000,0.020149,-0.996062,0.007290,0.086029,0.808163,0.224210,0.170384,0.002208
42172,351.433333,0.021271,-0.995869,0.006983,0.087997,0.803524,0.224201,0.170628,0.001829
42173,351.441667,0.021343,-0.996032,0.006815,0.086127,0.796872,0.223788,0.170714,0.002450
42174,351.450000,0.024771,-0.996358,0.008473,0.081150,0.794450,0.223810,0.171025,0.002082
42175,351.458333,0.026135,-0.996081,0.010677,0.083819,0.790999,0.224104,0.171859,0.002103
42176,351.466667,0.026247,-0.995565,0.006084,0.090138,0.785327,0.224337,0.172094,0.002610
42177,351.475000,0.024189,-0.995563,0.008796,0.090514,0.783369,0.225017,0.172617,0.002185
42178,351.483333,0.021693,-0.995438,0.007608,0.092599,0.779864,0.225019,0.173195,0.002382
42179,351.491667,0.018810,-0.995827,0.010649,0.088663,0.776201,0.224915,0.173623,0.000489
42180,351.500000,0.015661,-0.995875,0.010944,0.088706,0.774357,0.224747,0.173306,0.001288
42181,351.508333,0.016000,-0.995589,0.011874,0.091678,0.771188,0.224687,0.172920,0.000812
42182,351.516667,0.015360,-0.995683,0.012957,0.090613,0.768342,0.224024,0.173085,0.001163
42183,351.525000,0.013179,-0.995691,0.015362,0.090495,0.765251,0.223595,0.173401,0.001181
42184,351.533333,0.013848,-0.995551,0.016934,0.091651,0.762543,0.223649,0.173754,0.001055
42185,351.541667,0.014575,-0.995332,0.016116,0.094037,0.758392,0.223598,0.173367,0.001115
42186,351.550000,0.013658,-0.995301,0.015373,0.094626,0.755812,0.223510,0.174198,0.001501
42187,351.558333,0.013667,-0.995384,0.015349,0.093742,0.752335,0.223969,0.174634,0.000845
42188,351.566667,0.009746,-0.995258,0.015019,0.095607,0.749563,0.223950,0.174835,0.000762
42189,351.575000,0.009369,-0.995415,0.014498,0.094079,0.746969,0.224132,0.174941,0.001224
42190,351.583333,0.008669,-0.994937,0.015377,0.098942,0.743897,0.223958,0.175528,0.001226
42191,351.591667,0.006759,-0.995034,0.015532,0.098085,0.741711,0.223996,0.176081,0.001232
42192,351.600000,0.005371,-0.994807,0.017402,0.100139,0.739155,0.223856,0.176745,0.000899
42193,351.608333,0.006322,-0.995007,0.018218,0.097922,0.736503,0.223931,0.177513,0.001025
42194,351.616667,0.005188,-0.994904,0.017641,0.099136,0.733717,0.223557,0.178158,0.001340
42195,351.625000,0.003209,-0.994930,0.019000,0.098712,0.730637,0.223489,0.178430,0.000841
42196,351.633333,0.002182,-0.994770,0.018614,0.100412,0.728413,0.223349,0.178944,0.000783
42197,351.641667,0.000499,-0.994790,0.016734,0.100560,0.724124,0.223193,0.179509,0.001123
42198,351.650000,0.000578,-0.994477,0.015805,0.103759,0.721039,0.223215,0.180253,0.000565
42199,351.658333,0.000693,-0.994724,0.016132,0.101307,0.718172,0.223442,0.181128,0.000678
42200,351.666667,0.002924,-0.994831,0.015034,0.100380,0.714580,0.223703,0.182335,0.000661
42201,351.675000,0.005741,-0.994796,0.014453,0.100689,0.711132,0.223582,0.184342,0.001017
42202,351.683333,0.006864,-0.994801,0.014120,0.100622,0.707090,0.223553,0.184992,0.000538
42203,351.691667,0.007891,-0.994816,0.013947,0.100425,0.703704,0.223664,0.185914,0.001489
42204,351.700000,0.006845,-0.994476,0.014038,0.103793,0.699149,0.224014,0.186479,0.001598
42205,351.708333,0.008109,-0.994421,0.015281,0.104052,0.695356,0.224626,0.187623,0.001516
42206,351.716667,0.007655,-0.994393,0.013660,0.104583,0.691235,0.224849,0.187940,0.000475
42207,351.725000,0.008351,-0.994224,0.013891,0.106097,0.688212,0.225094,0.189053,0.001100
42208,351.733333,0.011528,-0.993936,0.014548,0.108381,0.683891,0.225737,0.189580,0.001630
42209,351.741667,0.011118,-0.993939,0.017283,0.107994,0.678979,0.225854,0.190338,0.001469
42210,351.750000,0.013389,-0.993778,0.016169,0.109380,0.675193,0.225835,0.190623,0.000822
42211,351.758333,0.015459,-0.993686,0.014792,0.110142,0.670691,0.226004,0.190854,0.000798
42212,351.766667,0.015152,-0.993551,0.015403,0.111305,0.666378,0.226165,0.191724,0.000654
42213,351.775000,0.017387,-0.993450,0.017390,0.111593,0.661743,0.226147,0.192878,0.001049
42214,351.783333,0.018413,-0.993678,0.015733,0.109621,0.657584,0.226019,0.193979,0.001140
42215,351.791667,0.019856,-0.993280,0.014942,0.113041,0.653071,0.225822,0.194924,0.001714
42216,351.800000,0.019714,-0.993375,0.013297,0.112428,0.648878,0.225760,0.195456,0.000402
42217,351.808333,0.020009,-0.993160,0.013870,0.114194,0.645088,0.225517,0.196249,0.001179
42218,351.816667,0.019874,-0.993015,0.014744,0.115364,0.641177,0.225179,0.197540,0.000936
42219,351.825000,0.017512,-0.993311,0.014215,0.113248,0.637194,0.224525,0.198717,0.000989
42220,351.833333,0.017819,-0.993242,0.013543,0.113883,0.634600,0.224511,0.200319,0.000724
42221,351.841667,0.018230,-0.993303,0.011977,0.113465,0.630551,0.224305,0.201676,0.001031
42222,351.850000,0.016665,-0.993040,0.011529,0.116020,0.627031,0.224378,0.202896,0.000384
42223,351.858333,0.016617,-0.992886,0.010739,0.117418,0.623430,0.224496,0.204349,0.001101
42224,351.866667,0.016214,-0.992803,0.009866,0.118248,0.618841,0.224282,0.205146,0.000604
42225,351.875000,0.018160,-0.992658,0.010365,0.119137,0.614244,0.224395,0.206614,0.000939
42226,351.883333,0.016932,-0.993192,0.011674,0.114660,0.610559,0.224428,0.207642,0.000436
42227,351.891667,0.018551,-0.992775,0.010327,0.118096,0.607068,0.224243,0.208857,0.001043
42228,351.900000,0.018695,-0.992732,0.011860,0.118292,0.603844,0.224309,0.209819,0.000407
42229,351.908333,0.018734,-0.992119,0.010899,0.123411,0.599162,0.223617,0.210197,0.001268
42230,351.916667,0.018095,-0.992431,0.011373,0.120933,0.595310,0.223548,0.210514,0.000696
42231,351.925000,0.016529,-0.992187,0.011830,0.123091,0.592162,0.223341,0.211392,0.000994
42232,351.933333,0.017761,-0.992387,0.010668,0.121405,0.589020,0.223016,0.212708,0.001063
42233,351.941667,0.016953,-0.992337,0.010675,0.121926,0.586393,0.222905,0.213534,0.000879
42234,351.950000,0.016170,-0.992154,0.010309,0.123539,0.582945,0.222932,0.214114,0.001082
42235,351.958333,0.011623,-0.992013,0.009970,0.125200,0.579250,0.222832,0.214977,0.000841
42236,351.966667,0.012775,-0.991774,0.010275,0.126947,0.575136,0.223107,0.216264,0.001298
42237,351.975000,0.014205,-0.991961,0.009779,0.125363,0.571559,0.223500,0.217044,0.000648
42238,351.983333,0.014552,-0.991860,0.009874,0.126110,0.567534,0.223499,0.218186,0.001051
42239,351.991667,0.015646,-0.991831,0.008910,0.126284,0.563625,0.223888,0.220007,0.000873
42240,352.000000,0.018605,-0.991482,0.009258,0.128572,0.559256,0.224334,0.220752,0.001057
42241,352.008333,0.020100,-0.991238,0.009479,0.130204,0.554494,0.224582,0.221568,0.001441
42242,352.016667,0.020698,-0.991178,0.010575,0.130483,0.549783,0.224987,0.222475,0.001007
42243,352.025000,0.021713,-0.991249,0.010301,0.129803,0.545844,0.225238,0.223308,0.001045
42244,352.033333,0.023920,-0.990652,0.011428,0.133815,0.541087,0.225602,0.223795,0.000996
42245,352.041667,0.026810,-0.990593,0.010004,0.133818,0.536057,0.225613,0.224599,0.001021
42246,352.050000,0.026861,-0.990969,0.011545,0.130865,0.531495,0.225349,0.225452,0.000725
42247,352.058333,0.029591,-0.990246,0.012337,0.135590,0.526241,0.225045,0.226097,0.001206
42248,352.066667,0.031746,-0.990231,0.012620,0.135190,0.521523,0.224755,0.227321,0.001489
42249,352.075000,0.033846,-0.990113,0.010761,0.135705,0.515941,0.224211,0.228259,0.001237
42250,352.083333,0.036250,-0.989813,0.014266,0.136944,0.510424,0.223596,0.228999,0.001105
42251,352.091667,0.038953,-0.989652,0.013090,0.137477,0.505156,0.223217,0.230285,0.001198
42252,352.100000,0.042168,-0.989535,0.013039,0.137377,0.500204,0.222974,0.231644,0.000769
42253,352.108333,0.040949,-0.989294,0.012696,0.139500,0.495717,0.222903,0.232470,0.001002
42254,352.116667,0.037090,-0.989526,0.015881,0.138601,0.491754,0.223014,0.233146,0.001100
42255,352.125000,0.035172,-0.989408,0.017052,0.139801,0.488123,0.223011,0.234162,0.000842
42256,352.133333,0.035393,-0.989654,0.016267,0.138083,0.484347,0.223159,0.235295,0.001452
42257,352.141667,0.034866,-0.989758,0.015494,0.137564,0.480645,0.222786,0.236893,0.001140
42258,352.150000,0.032354,-0.989696,0.014126,0.138768,0.476626,0.221902,0.238479,0.001073
42259,352.158333,0.032496,-0.989541,0.014483,0.139799,0.472582,0.221629,0.240026,0.001419
42260,352.166667,0.032100,-0.989594,0.013823,0.139582,0.468916,0.221586,0.241771,0.001110
42261,352.175000,0.031196,-0.989659,0.013296,0.139377,0.466245,0.221853,0.242760,0.000822
42262,352.183333,0.028886,-0.989764,0.012077,0.139236,0.462877,0.221787,0.244469,0.000982
42263,352.191667,0.027157,-0.989569,0.010129,0.141116,0.459812,0.221532,0.245674,0.001337
42264,352.200000,0.025080,-0.989522,0.009056,0.141896,0.456895,0.220959,0.246911,0.000917
42265,352.208333,0.026070,-0.989521,0.009259,0.141717,0.453744,0.220992,0.248332,0.001276
42266,352.216667,0.028724,-0.989423,0.010911,0.141771,0.449946,0.220973,0.249864,0.001295
42267,352.225000,0.027109,-0.989309,0.012135,0.142776,0.446798,0.220902,0.250941,0.001424
42268,352.233333,0.029973,-0.989233,0.010763,0.142844,0.443019,0.221065,0.251818,0.001379
42269,352.241667,0.030326,-0.989454,0.009148,0.141342,0.439044,0.221567,0.253021,0.001022
42270,352.250000,0.029865,-0.989082,0.008310,0.144069,0.434971,0.221464,0.254215,0.001080
42271,352.258333,0.029459,-0.988976,0.009074,0.144829,0.430985,0.221969,0.255372,0.001004
42272,352.266667,0.031924,-0.988678,0.009069,0.146339,0.427560,0.222051,0.256575,0.000654
42273,352.275000,0.031700,-0.988650,0.008838,0.146586,0.424208,0.222189,0.257633,0.000841
42274,352.283333,0.033655,-0.988536,0.007490,0.146993,0.420644,0.222130,0.259319,0.001373
42275,352.291667,0.035417,-0.988932,0.006375,0.143940,0.416602,0.222188,0.260486,0.001454
42276,352.300000,0.035094,-0.988783,0.006022,0.145055,0.413043,0.222284,0.261728,0.001575
42277,352.308333,0.037430,-0.988764,0.005014,0.144637,0.409092,0.222505,0.262938,0.000764
42278,352.316667,0.038326,-0.988580,0.006999,0.145575,0.405131,0.222406,0.264325,0.000947
42279,352.325000,0.037275,-0.988620,0.005967,0.145618,0.400912,0.222192,0.265833,0.001062
42280,352.333333,0.036957,-0.988526,0.005430,0.146359,0.397205,0.222142,0.267435,0.001100
42281,352.341667,0.036915,-0.988433,0.001163,0.147092,0.394014,0.222315,0.269084,0.001015
42282,352.350000,0.034930,-0.988621,0.000621,0.146318,0.391114,0.222550,0.270603,0.000982
42283,352.358333,0.035827,-0.988515,0.001894,0.146806,0.387434,0.222754,0.271999,0.001046
42284,352.366667,0.032833,-0.988609,0.003404,0.146845,0.384136,0.222722,0.273641,0.001216
42285,352.375000,0.032402,-0.988453,0.004164,0.147964,0.380996,0.222734,0.275168,0.001442
42286,352.383333,0.032379,-0.988375,0.002820,0.148520,0.377772,0.222302,0.276538,0.001149
42287,352.391667,0.032782,-0.988382,0.000555,0.148410,0.374338,0.222096,0.278146,0.001057
42288,352.400000,0.032086,-0.988122,-0.000575,0.150283,0.370649,0.222359,0.279598,0.001094
42289,352.408333,0.030533,-0.987934,-0.000868,0.151836,0.367146,0.222406,0.280374,0.001495
42290,352.416667,0.031359,-0.987687,-0.001733,0.153261,0.363439,0.222746,0.281234,0.001105
42291,352.425000,0.031313,-0.987749,0.000564,0.152879,0.359899,0.222583,0.282253,0.001359
42292,352.433333,0.028707,-0.987968,0.001328,0.151962,0.356063,0.222460,0.282951,0.000475
42293,352.441667,0.028724,-0.987690,0.002293,0.153746,0.353094,0.222195,0.283809,0.000864
42294,352.450000,0.027187,-0.987417,0.004706,0.155711,0.349659,0.221699,0.283614,0.001294
42295,352.458333,0.024748,-0.987370,0.004619,0.156417,0.346640,0.221199,0.284370,0.000741
42296,352.466667,0.022304,-0.987394,0.005302,0.156614,0.344054,0.220400,0.284666,0.001396
42297,352.475000,0.021436,-0.987554,0.008087,0.155602,0.340983,0.220332,0.284974,0.000984
42298,352.483333,0.019256,-0.987702,0.010401,0.154808,0.339251,0.220093,0.285151,0.000452
42299,352.491667,0.016510,-0.987072,0.011157,0.159035,0.336091,0.219526,0.285060,0.001245
42300,352.500000,0.013368,-0.987089,0.011530,0.159196,0.333809,0.219128,0.285165,0.001244
42301,352.508333,0.008243,-0.986960,0.012471,0.160273,0.331438,0.218527,0.285712,0.001412
42302,352.516667,0.006658,-0.987261,0.014021,0.158349,0.328940,0.218126,0.285931,0.001129
42303,352.525000,0.007787,-0.987537,0.013329,0.156627,0.325882,0.217654,0.287139,0.000383
42304,352.533333,0.006108,-0.986943,0.015264,0.160231,0.322377,0.217270,0.288011,0.000428
42305,352.541667,0.007904,-0.986911,0.011297,0.160675,0.318759,0.217819,0.289216,0.000350
42306,352.550000,0.009698,-0.987031,0.009652,0.159947,0.316032,0.217768,0.291439,0.000399
42307,352.558333,0.010408,-0.987127,0.009365,0.159323,0.312430,0.217741,0.293197,0.000505
42308,352.566667,0.010795,-0.986947,0.008323,0.160468,0.308393,0.217388,0.294715,0.000486
42309,352.575000,0.009515,-0.986819,0.008607,0.161320,0.304215,0.216995,0.296436,0.000330
42310,352.583333,0.010565,-0.986691,0.006733,0.162121,0.301617,0.216571,0.298618,0.000262
42311,352.591667,0.009378,-0.986621,0.005658,0.162663,0.297825,0.216210,0.300462,0.000538
42312,352.600000,0.009784,-0.986471,0.005104,0.163566,0.293864,0.216035,0.301951,0.000289
42313,352.608333,0.010350,-0.986398,0.005412,0.163961,0.289666,0.215592,0.303554,0.000392
42314,352.616667,0.010763,-0.986207,0.010811,0.164811,0.285976,0.215678,0.304788,0.000555
42315,352.625000,0.014445,-0.985998,0.006894,0.165989,0.281571,0.216255,0.306555,0.000280
42316,352.633333,0.016766,-0.985899,0.007139,0.166349,0.277695,0.216723,0.307805,0.000307
42317,352.641667,0.017104,-0.985421,0.008572,0.169052,0.273047,0.216352,0.308414,0.000292
